Timestamp,Outdoor_Temp_C,Indoor_Temp_C,Indoor_Temp_Noisy_C
2021-01-02 03:30:00,7.699,11.878,11.938
2021-01-02 04:00:00,6.813,11.985,11.996
2021-01-02 04:30:00,7.078,11.761,11.765
2021-01-02 05:00:00,7.399,11.700,11.646
2021-01-02 05:30:00,7.721,11.766,11.816
2021-01-02 06:00:00,6.994,11.918,11.847
2021-01-02 06:30:00,7.140,11.776,11.753
2021-01-02 07:00:00,6.680,11.731,11.817
2021-01-02 07:30:00,6.635,11.547,11.359
2021-01-02 08:00:00,7.639,11.410,11.452
2021-01-02 08:30:00,7.911,11.653,11.546
2021-01-02 09:00:00,7.197,11.906,11.648
2021-01-02 09:30:00,7.735,11.836,11.714
2021-01-02 10:00:00,7.414,11.969,11.853
2021-01-02 10:30:00,6.911,11.951,12.044
2021-01-02 11:00:00,7.414,11.771,11.869
2021-01-02 11:30:00,8.002,11.818,12.041
2021-01-02 12:00:00,7.215,12.046,12.004
2021-01-02 12:30:00,8.015,11.936,11.903
2021-01-02 13:00:00,5.923,12.129,12.114
2021-01-02 13:30:00,7.644,11.560,11.717
2021-01-02 14:00:00,7.277,11.755,11.823
2021-01-02 14:30:00,7.084,11.762,11.765
2021-01-02 15:00:00,7.279,11.703,11.617
2021-01-02 15:30:00,6.239,11.728,11.926
2021-01-02 16:00:00,7.123,11.399,11.235
2021-01-02 16:30:00,7.412,11.473,11.450
2021-01-02 17:00:00,7.972,11.619,11.603
2021-01-02 17:30:00,6.974,11.904,11.970
2021-01-02 18:00:00,6.829,11.760,11.630
2021-01-02 18:30:00,6.982,11.617,11.752
2021-01-02 19:00:00,7.691,11.572,11.559
2021-01-02 19:30:00,7.397,11.778,11.681
2021-01-02 20:00:00,6.968,11.818,11.748
2021-01-02 20:30:00,7.490,11.701,11.696
2021-01-02 21:00:00,7.282,11.797,11.740
2021-01-02 21:30:00,7.717,11.792,11.879
2021-01-02 22:00:00,6.882,11.934,11.837
2021-01-02 22:30:00,7.069,11.750,11.792
2021-01-02 23:00:00,7.037,11.690,11.887
2021-01-02 23:30:00,6.501,11.639,11.669
2021-01-03 00:00:00,7.417,11.426,11.526
2021-01-03 00:30:00,7.400,11.590,11.677
2021-01-03 01:00:00,7.272,11.693,11.507
2021-01-03 01:30:00,7.152,11.720,11.843
2021-01-03 02:00:00,6.562,11.697,11.684
2021-01-03 02:30:00,7.059,11.485,11.569
2021-01-03 03:00:00,7.098,11.510,11.620
2021-01-03 03:30:00,6.868,11.539,11.586
2021-01-03 04:00:00,7.189,11.482,11.503
2021-01-03 04:30:00,7.471,11.551,11.423
2021-01-03 05:00:00,8.213,11.691,11.772
2021-01-03 05:30:00,7.357,12.032,12.041
2021-01-03 06:00:00,7.398,11.973,12.021
2021-01-03 06:30:00,7.232,11.948,12.047
2021-01-03 07:00:00,6.310,11.876,11.764
2021-01-03 07:30:00,7.256,11.521,11.620
2021-01-03 08:00:00,7.300,11.599,11.738
2021-01-03 08:30:00,8.501,11.666,11.628
2021-01-03 09:00:00,7.173,12.111,11.935
2021-01-03 09:30:00,7.420,11.965,12.176
2021-01-03 10:00:00,7.252,11.950,12.017
2021-01-03 10:30:00,6.685,11.884,11.933
2021-01-03 11:00:00,7.841,11.651,11.652
2021-01-03 11:30:00,7.645,11.881,11.819
2021-01-03 12:00:00,7.665,11.969,11.904
2021-01-03 12:30:00,6.815,12.034,12.048
2021-01-03 13:00:00,7.971,11.795,11.801
2021-01-03 13:30:00,6.568,12.020,11.985
2021-01-03 14:00:00,7.563,11.703,11.613
2021-01-03 14:30:00,8.365,11.823,11.838
2021-01-03 15:00:00,6.774,12.170,12.055
2021-01-03 15:30:00,6.986,11.871,11.708
2021-01-03 16:00:00,7.319,11.743,11.599
2021-01-03 16:30:00,7.018,11.768,11.602
2021-01-03 17:00:00,6.494,11.685,11.742
2021-01-03 17:30:00,7.304,11.455,11.375
2021-01-03 18:00:00,6.738,11.571,11.644
2021-01-03 18:30:00,7.506,11.460,11.495
2021-01-03 19:00:00,6.810,11.642,11.812
2021-01-03 19:30:00,8.044,11.531,11.601
2021-01-03 20:00:00,6.878,11.869,11.943
2021-01-03 20:30:00,7.108,11.705,11.646
2021-01-03 21:00:00,7.676,11.673,11.491
2021-01-03 21:30:00,6.654,11.841,11.901
2021-01-03 22:00:00,7.383,11.612,11.725
2021-01-03 22:30:00,7.923,11.702,11.658
2021-01-03 23:00:00,6.466,11.943,11.887
2021-01-03 23:30:00,7.362,11.617,11.574
2021-01-04 00:00:00,7.438,11.699,11.625
2021-01-04 00:30:00,7.699,11.778,11.893
2021-01-04 01:00:00,6.690,11.919,11.901
2021-01-04 01:30:00,6.648,11.676,11.749
2021-01-04 02:00:00,7.569,11.500,11.531
2021-01-04 02:30:00,7.457,11.690,11.599
2021-01-04 03:00:00,7.434,11.779,11.967
2021-01-04 03:30:00,7.482,11.830,11.808
2021-01-04 04:00:00,6.968,11.881,11.800
2021-01-04 04:30:00,7.424,11.743,11.884
2021-01-04 05:00:00,7.455,11.804,11.868
2021-01-04 05:30:00,6.951,11.854,11.818
2021-01-04 06:00:00,8.241,11.720,11.618
2021-01-04 06:30:00,7.545,12.060,11.911
2021-01-04 07:00:00,6.713,12.055,11.956
2021-01-04 07:30:00,7.637,11.774,11.815
2021-01-04 08:00:00,6.821,11.895,11.804
2021-01-04 08:30:00,7.702,11.704,11.804
2021-01-04 09:00:00,7.888,11.870,11.825
2021-01-04 09:30:00,6.898,12.042,12.125
2021-01-04 10:00:00,7.790,11.828,11.742
2021-01-04 10:30:00,7.515,11.982,11.995
2021-01-04 11:00:00,7.719,11.993,12.001
2021-01-04 11:30:00,8.257,12.068,12.052
2021-01-04 12:00:00,7.186,12.298,12.296
2021-01-04 12:30:00,6.931,12.094,12.043
2021-01-04 13:00:00,6.864,11.873,11.856
2021-01-04 13:30:00,6.900,11.703,11.887
2021-01-04 14:00:00,7.270,11.602,11.625
2021-01-04 14:30:00,7.479,11.658,11.797
2021-01-04 15:00:00,7.447,11.765,11.907
2021-01-04 15:30:00,7.722,11.826,11.882
2021-01-04 16:00:00,7.315,11.958,12.081
2021-01-04 16:30:00,8.035,11.910,11.958
2021-01-04 17:00:00,7.176,12.118,12.122
2021-01-04 17:30:00,8.668,11.971,11.946
2021-01-04 18:00:00,7.621,12.370,12.304
2021-01-04 18:30:00,6.880,12.287,12.202
2021-01-04 19:00:00,6.773,11.985,12.178
2021-01-04 19:30:00,7.550,11.747,11.748
2021-01-04 20:00:00,7.197,11.848,11.854
2021-01-04 20:30:00,7.665,11.798,11.892
2021-01-04 21:00:00,7.545,11.920,11.633
2021-01-04 21:30:00,7.272,11.962,11.997
2021-01-04 22:00:00,6.885,11.898,11.925
2021-01-04 22:30:00,6.551,11.727,11.738
2021-01-04 23:00:00,7.085,11.502,11.444
2021-01-04 23:30:00,7.737,11.530,11.489
2021-01-05 00:00:00,7.457,11.765,11.874
2021-01-05 00:30:00,6.727,11.829,11.972
2021-01-05 01:00:00,7.436,11.628,11.698
2021-01-05 01:30:00,7.542,11.731,11.750
2021-01-05 02:00:00,6.908,11.835,11.846
2021-01-05 02:30:00,7.427,11.693,11.671
2021-01-05 03:00:00,7.379,11.771,11.657
2021-01-05 03:30:00,6.778,11.807,11.838
2021-01-05 04:00:00,7.529,11.631,11.550
2021-01-05 04:30:00,7.630,11.763,11.586
2021-01-05 05:00:00,7.891,11.886,11.872
2021-01-05 05:30:00,7.877,12.054,12.007
2021-01-05 06:00:00,6.661,12.162,12.130
2021-01-05 06:30:00,6.881,11.828,11.797
2021-01-05 07:00:00,7.607,11.679,11.549
2021-01-05 07:30:00,7.607,11.822,11.763
2021-01-05 08:00:00,7.607,11.917,11.851
2021-01-05 08:30:00,9.276,11.980,11.813
2021-01-05 09:00:00,7.635,12.579,12.611
2021-01-05 09:30:00,7.918,12.431,12.512
2021-01-05 10:00:00,7.827,12.427,12.403
2021-01-05 10:30:00,7.676,12.393,12.368
2021-01-05 11:00:00,7.192,12.321,12.308
2021-01-05 11:30:00,7.729,12.111,12.128
2021-01-05 12:00:00,6.963,12.151,12.030
2021-01-05 12:30:00,7.231,11.922,11.910
2021-01-05 13:00:00,7.107,11.858,11.805
2021-01-05 13:30:00,7.391,11.774,11.663
2021-01-05 14:00:00,8.507,11.813,11.787
2021-01-05 14:30:00,6.416,12.211,12.112
2021-01-05 15:00:00,7.693,11.780,11.733
2021-01-05 15:30:00,6.543,11.917,11.990
2021-01-05 16:00:00,7.114,11.626,11.791
2021-01-05 16:30:00,7.894,11.622,11.566
2021-01-05 17:00:00,7.382,11.879,11.749
2021-01-05 17:30:00,6.811,11.880,11.993
2021-01-05 18:00:00,6.992,11.691,11.581
2021-01-05 18:30:00,7.690,11.624,11.653
2021-01-05 19:00:00,6.985,11.813,11.815
2021-01-05 19:30:00,7.458,11.703,11.719
2021-01-05 20:00:00,7.373,11.788,11.755
2021-01-05 20:30:00,7.024,11.816,11.681
2021-01-05 21:00:00,8.422,11.719,11.785
2021-01-05 21:30:00,7.667,12.120,12.094
2021-01-05 22:00:00,6.337,12.136,12.034
2021-01-05 22:30:00,7.443,11.703,11.715
2021-01-05 23:00:00,7.019,11.783,11.703
2021-01-05 23:30:00,7.776,11.695,11.916
2021-01-06 00:00:00,6.998,11.889,11.940
2021-01-06 00:30:00,7.337,11.758,11.664
2021-01-06 01:00:00,7.646,11.784,11.766
2021-01-06 01:30:00,7.827,11.905,11.835
2021-01-06 02:00:00,6.794,12.046,11.950
2021-01-06 02:30:00,7.227,11.795,11.702
2021-01-06 03:00:00,7.156,11.772,11.738
2021-01-06 03:30:00,7.067,11.734,11.758
2021-01-06 04:00:00,8.277,11.678,11.671
2021-01-06 04:30:00,7.596,12.044,12.005
2021-01-06 05:00:00,6.763,12.062,12.093
2021-01-06 05:30:00,7.853,11.796,11.894
2021-01-06 06:00:00,8.455,11.981,11.926
2021-01-06 06:30:00,7.910,12.306,12.439
2021-01-06 07:00:00,6.634,12.341,12.485
2021-01-06 07:30:00,7.152,11.938,11.840
2021-01-06 08:00:00,8.027,11.843,11.852
2021-01-06 08:30:00,7.040,12.071,12.049
2021-01-06 09:00:00,7.616,11.894,11.944
2021-01-06 09:30:00,7.781,11.968,12.124
2021-01-06 10:00:00,6.930,12.072,12.165
2021-01-06 10:30:00,7.364,11.858,11.782
2021-01-06 11:00:00,5.773,11.860,11.918
2021-01-06 11:30:00,6.882,11.331,11.346
2021-01-06 12:00:00,7.268,11.348,11.537
2021-01-06 12:30:00,6.770,11.488,11.500
2021-01-06 13:00:00,8.210,11.415,11.382
2021-01-06 13:30:00,6.679,11.847,11.865
2021-01-06 14:00:00,7.174,11.624,11.622
2021-01-06 14:30:00,7.459,11.641,11.527
2021-01-06 15:00:00,8.115,11.747,11.691
2021-01-06 15:30:00,6.676,12.036,11.958
2021-01-06 16:00:00,7.975,11.749,11.645
2021-01-06 16:30:00,7.399,11.991,11.876
2021-01-06 17:00:00,6.903,11.961,11.979
2021-01-06 17:30:00,7.625,11.775,11.784
2021-01-06 18:00:00,7.493,11.892,12.026
2021-01-06 18:30:00,7.094,11.925,11.834
2021-01-06 19:00:00,7.429,11.815,11.756
2021-01-06 19:30:00,7.201,11.853,11.804
2021-01-06 20:00:00,7.451,11.802,11.966
2021-01-06 20:30:00,7.725,11.852,11.830
2021-01-06 21:00:00,8.187,11.976,12.113
2021-01-06 21:30:00,6.775,12.213,11.932
2021-01-06 22:00:00,8.460,11.900,11.809
2021-01-06 22:30:00,6.418,12.254,12.477
2021-01-06 23:00:00,7.318,11.808,11.751
2021-01-06 23:30:00,7.688,11.812,11.905
2021-01-07 00:00:00,7.581,11.937,11.853
2021-01-07 00:30:00,7.129,11.985,11.849
2021-01-07 01:00:00,7.336,11.866,11.914
2021-01-07 01:30:00,7.194,11.856,11.876
2021-01-07 02:00:00,7.146,11.802,11.816
2021-01-07 02:30:00,7.865,11.750,11.970
2021-01-07 03:00:00,7.619,11.955,11.882
2021-01-07 03:30:00,7.094,12.010,12.000
2021-01-07 04:00:00,7.890,11.871,11.994
2021-01-07 04:30:00,7.594,12.044,12.179
2021-01-07 05:00:00,7.847,12.061,11.999
2021-01-07 05:30:00,7.755,12.156,12.224
2021-01-07 06:00:00,7.026,12.189,12.213
2021-01-07 06:30:00,7.160,11.968,11.854
2021-01-07 07:00:00,7.814,11.866,11.956
2021-01-07 07:30:00,7.746,12.015,11.994
2021-01-07 08:00:00,7.430,12.092,12.063
2021-01-07 08:30:00,7.499,12.038,12.014
2021-01-07 09:00:00,8.079,12.025,12.096
2021-01-07 09:30:00,7.145,12.210,12.027
2021-01-07 10:00:00,7.714,12.021,12.042
2021-01-07 10:30:00,7.339,12.086,12.023
2021-01-07 11:00:00,7.332,12.004,11.868
2021-01-07 11:30:00,7.990,11.946,11.890
2021-01-07 12:00:00,7.853,12.127,12.107
2021-01-07 12:30:00,7.847,12.203,12.200
2021-01-07 13:00:00,8.093,12.251,12.142
2021-01-07 13:30:00,7.451,12.365,12.383
2021-01-07 14:00:00,7.781,12.227,12.199
2021-01-07 14:30:00,7.285,12.245,12.104
2021-01-07 15:00:00,7.603,12.092,12.083
2021-01-07 15:30:00,7.375,12.095,12.119
2021-01-07 16:00:00,7.489,12.022,11.914
2021-01-07 16:30:00,7.738,12.011,12.142
2021-01-07 17:00:00,7.031,12.087,12.255
2021-01-07 17:30:00,8.487,11.902,11.656
2021-01-07 18:00:00,6.937,12.263,12.251
2021-01-07 18:30:00,6.833,11.988,11.866
2021-01-07 19:00:00,8.020,11.770,11.621
2021-01-07 19:30:00,7.836,12.020,12.105
2021-01-07 20:00:00,7.753,12.125,12.098
2021-01-07 20:30:00,7.755,12.168,12.126
2021-01-07 21:00:00,7.434,12.197,12.244
2021-01-07 21:30:00,6.992,12.109,12.075
2021-01-07 22:00:00,7.478,11.903,11.750
2021-01-07 22:30:00,7.102,11.928,11.880
2021-01-07 23:00:00,7.928,11.820,11.943
2021-01-07 23:30:00,7.367,12.022,12.019
2021-01-08 00:00:00,7.077,11.971,12.037
2021-01-08 00:30:00,7.329,11.839,11.819
2021-01-08 01:00:00,7.696,11.836,11.670
2021-01-08 01:30:00,7.208,11.956,11.814
2021-01-08 02:00:00,7.079,11.873,11.931
2021-01-08 02:30:00,7.611,11.775,11.822
2021-01-08 03:00:00,7.612,11.887,12.070
2021-01-08 03:30:00,7.236,11.962,12.066
2021-01-08 04:00:00,7.254,11.887,11.877
2021-01-08 04:30:00,7.606,11.843,11.960
2021-01-08 05:00:00,6.766,11.930,11.704
2021-01-08 05:30:00,6.786,11.709,11.629
2021-01-08 06:00:00,7.130,11.568,11.504
2021-01-08 06:30:00,7.383,11.589,11.356
2021-01-08 07:00:00,7.645,11.687,11.691
2021-01-08 07:30:00,8.227,11.840,11.724
2021-01-08 08:00:00,7.918,12.135,12.124
2021-01-08 08:30:00,7.410,12.230,12.315
2021-01-08 09:00:00,7.480,12.123,12.023
2021-01-08 09:30:00,6.988,12.075,12.024
2021-01-08 10:00:00,7.480,11.880,11.948
2021-01-08 10:30:00,7.345,11.913,11.787
2021-01-08 11:00:00,7.651,11.891,12.018
2021-01-08 11:30:00,7.076,11.977,11.972
2021-01-08 12:00:00,7.749,11.844,11.675
2021-01-08 12:30:00,8.256,11.979,11.945
2021-01-08 13:00:00,7.435,12.238,12.355
2021-01-08 13:30:00,7.690,12.137,12.034
2021-01-08 14:00:00,7.835,12.155,12.240
2021-01-08 14:30:00,7.289,12.215,12.145
2021-01-08 15:00:00,7.602,12.073,11.971
2021-01-08 15:30:00,7.496,12.082,12.090
2021-01-08 16:00:00,7.538,12.054,12.164
2021-01-08 16:30:00,7.103,12.049,11.954
2021-01-08 17:00:00,7.502,11.900,11.729
2021-01-08 17:30:00,7.739,11.934,11.978
2021-01-08 18:00:00,8.215,12.036,12.104
2021-01-08 18:30:00,7.969,12.262,12.294
2021-01-08 19:00:00,8.566,12.331,12.406
2021-01-08 19:30:00,7.106,12.576,12.562
2021-01-08 20:00:00,7.926,12.253,12.185
2021-01-08 20:30:00,7.581,12.310,12.274
2021-01-08 21:00:00,8.585,12.234,12.387
2021-01-08 21:30:00,7.085,12.518,12.491
2021-01-08 22:00:00,7.070,12.207,12.224
2021-01-08 22:30:00,7.190,11.995,12.051
2021-01-08 23:00:00,6.428,11.893,11.994
2021-01-08 23:30:00,7.227,11.571,11.484
2021-01-09 00:00:00,7.162,11.623,11.586
2021-01-09 00:30:00,7.616,11.636,11.554
2021-01-09 01:00:00,7.712,11.796,11.952
2021-01-09 01:30:00,8.479,11.935,11.925
2021-01-09 02:00:00,8.017,12.283,12.234
2021-01-09 02:30:00,7.253,12.361,12.473
2021-01-09 03:00:00,7.092,12.158,12.128
2021-01-09 03:30:00,7.787,11.969,12.008
2021-01-09 04:00:00,6.881,12.075,12.239
2021-01-09 04:30:00,8.457,11.844,11.971
2021-01-09 05:00:00,8.131,12.215,12.388
2021-01-09 05:30:00,7.307,12.354,12.285
2021-01-09 06:00:00,6.685,12.171,12.118
2021-01-09 06:30:00,8.218,11.842,11.863
2021-01-09 07:00:00,7.484,12.134,12.177
2021-01-09 07:30:00,8.160,12.084,11.946
2021-01-09 08:00:00,6.744,12.276,12.265
2021-01-09 08:30:00,7.242,11.932,12.087
2021-01-09 09:00:00,7.544,11.869,11.882
2021-01-09 09:30:00,7.565,11.927,11.858
2021-01-09 10:00:00,7.316,11.973,11.935
2021-01-09 10:30:00,7.853,11.921,11.785
2021-01-09 11:00:00,7.007,12.065,12.180
2021-01-09 11:30:00,7.470,11.879,11.958
2021-01-09 12:00:00,7.601,11.909,11.734
2021-01-09 12:30:00,7.799,11.973,12.047
2021-01-09 13:00:00,7.897,12.082,12.167
2021-01-09 13:30:00,6.979,12.187,12.306
2021-01-09 14:00:00,6.774,11.951,11.780
2021-01-09 14:30:00,8.180,11.725,11.863
2021-01-09 15:00:00,7.707,12.044,12.168
2021-01-09 15:30:00,7.167,12.098,12.106
2021-01-09 16:00:00,8.317,11.955,11.926
2021-01-09 16:30:00,7.599,12.242,12.155
2021-01-09 17:00:00,8.131,12.194,11.999
2021-01-09 17:30:00,7.575,12.340,12.431
2021-01-09 18:00:00,8.572,12.252,11.970
2021-01-09 18:30:00,8.419,12.525,12.513
2021-01-09 19:00:00,7.417,12.656,12.727
2021-01-09 19:30:00,8.027,12.410,12.413
2021-01-09 20:00:00,7.864,12.449,12.527
2021-01-09 20:30:00,8.226,12.421,12.410
2021-01-09 21:00:00,7.059,12.522,12.439
2021-01-09 21:30:00,7.884,12.201,12.135
2021-01-09 22:00:00,8.071,12.262,12.143
2021-01-09 22:30:00,6.662,12.365,12.335
2021-01-09 23:00:00,6.950,11.964,11.872
2021-01-09 23:30:00,6.522,11.793,11.896
2021-01-10 00:00:00,7.461,11.536,11.412
2021-01-10 00:30:00,7.954,11.677,11.662
2021-01-10 01:00:00,8.347,11.936,11.975
2021-01-10 01:30:00,7.633,12.240,12.265
2021-01-10 02:00:00,8.410,12.204,12.306
2021-01-10 02:30:00,6.905,12.439,12.283
2021-01-10 03:00:00,6.744,12.095,11.977
2021-01-10 03:30:00,7.568,11.811,11.710
2021-01-10 04:00:00,7.787,11.897,11.989
2021-01-10 04:30:00,7.579,12.027,12.019
2021-01-10 05:00:00,6.562,12.044,12.008
2021-01-10 05:30:00,7.551,11.717,11.798
2021-01-10 06:00:00,6.943,11.828,11.863
2021-01-10 06:30:00,7.930,11.700,11.539
2021-01-10 07:00:00,7.779,11.943,11.937
2021-01-10 07:30:00,7.126,12.055,12.079
2021-01-10 08:00:00,7.339,11.912,12.068
2021-01-10 08:30:00,7.066,11.887,11.942
2021-01-10 09:00:00,7.564,11.780,11.813
2021-01-10 09:30:00,8.073,11.875,11.901
2021-01-10 10:00:00,7.103,12.108,12.002
2021-01-10 10:30:00,7.847,11.939,11.780
2021-01-10 11:00:00,7.330,12.075,11.973
2021-01-10 11:30:00,7.199,11.994,12.132
2021-01-10 12:00:00,7.542,11.895,11.886
2021-01-10 12:30:00,7.078,11.944,11.927
2021-01-10 13:00:00,7.319,11.822,11.548
2021-01-10 13:30:00,6.997,11.821,11.785
2021-01-10 14:00:00,8.578,11.713,11.667
2021-01-10 14:30:00,7.613,12.168,12.043
2021-01-10 15:00:00,7.246,12.150,12.063
2021-01-10 15:30:00,7.702,12.015,12.083
2021-01-10 16:00:00,7.539,12.077,12.047
2021-01-10 16:30:00,7.485,12.065,11.921
2021-01-10 17:00:00,7.903,12.038,11.989
2021-01-10 17:30:00,7.974,12.160,12.138
2021-01-10 18:00:00,7.330,12.264,12.200
2021-01-10 18:30:00,7.308,12.120,12.128
2021-01-10 19:00:00,7.458,12.016,12.126
2021-01-10 19:30:00,6.445,11.996,12.042
2021-01-10 20:00:00,6.838,11.646,11.443
2021-01-10 20:30:00,8.279,11.543,11.419
2021-01-10 21:00:00,8.418,11.955,11.909
2021-01-10 21:30:00,7.471,12.276,12.324
2021-01-10 22:00:00,7.884,12.174,12.278
2021-01-10 22:30:00,7.751,12.244,12.273
2021-01-10 23:00:00,9.135,12.246,12.204
2021-01-10 23:30:00,8.155,12.709,12.811
2021-01-11 00:00:00,7.588,12.691,12.866
2021-01-11 00:30:00,7.174,12.490,12.364
2021-01-11 01:00:00,6.849,12.218,12.171
2021-01-11 01:30:00,7.754,11.928,11.943
2021-01-11 02:00:00,7.274,12.037,12.042
2021-01-11 02:30:00,6.941,11.949,11.979
2021-01-11 03:00:00,7.329,11.780,11.883
2021-01-11 03:30:00,7.111,11.796,11.798
2021-01-11 04:00:00,8.496,11.735,11.645
2021-01-11 04:30:00,8.093,12.155,12.259
2021-01-11 05:00:00,7.648,12.301,12.326
2021-01-11 05:30:00,8.392,12.250,12.326
2021-01-11 06:00:00,7.691,12.464,12.265
2021-01-11 06:30:00,7.221,12.373,12.304
2021-01-11 07:00:00,8.414,12.156,12.398
2021-01-11 07:30:00,7.922,12.408,12.269
2021-01-11 08:00:00,7.134,12.413,12.233
2021-01-11 08:30:00,7.557,12.153,12.152
2021-01-11 09:00:00,7.214,12.121,12.219
2021-01-11 09:30:00,6.961,11.985,11.853
2021-01-11 10:00:00,8.115,11.811,11.783
2021-01-11 10:30:00,8.607,12.079,12.096
2021-01-11 11:00:00,6.953,12.421,12.422
2021-01-11 11:30:00,7.934,12.099,12.172
2021-01-11 12:00:00,7.327,12.210,12.408
2021-01-11 12:30:00,7.409,12.082,12.116
2021-01-11 13:00:00,7.356,12.024,12.020
2021-01-11 13:30:00,7.220,11.968,12.138
2021-01-11 14:00:00,7.676,11.886,12.016
2021-01-11 14:30:00,7.237,11.983,11.938
2021-01-11 15:00:00,7.787,11.901,11.911
2021-01-11 15:30:00,7.627,12.029,12.077
2021-01-11 16:00:00,7.533,12.062,12.205
2021-01-11 16:30:00,7.198,12.052,12.143
2021-01-11 17:00:00,7.364,11.934,11.922
2021-01-11 17:30:00,8.030,11.911,11.963
2021-01-11 18:00:00,7.903,12.117,12.026
2021-01-11 18:30:00,7.163,12.212,12.186
2021-01-11 19:00:00,7.702,12.029,12.125
2021-01-11 19:30:00,8.028,12.087,12.070
2021-01-11 20:00:00,6.817,12.234,12.279
2021-01-11 20:30:00,7.924,11.928,12.037
2021-01-11 21:00:00,7.321,12.093,12.037
2021-01-11 21:30:00,7.937,12.003,12.177
2021-01-11 22:00:00,7.270,12.148,11.949
2021-01-11 22:30:00,6.750,12.022,11.939
2021-01-11 23:00:00,6.838,11.764,11.874
2021-01-11 23:30:00,7.676,11.622,11.726
2021-01-12 00:00:00,7.841,11.807,11.736
2021-01-12 00:30:00,7.259,11.985,11.815
2021-01-12 01:00:00,8.031,11.910,11.977
2021-01-12 01:30:00,6.880,12.117,12.145
2021-01-12 02:00:00,7.678,11.871,11.785
2021-01-12 02:30:00,7.106,11.974,11.995
2021-01-12 03:00:00,7.385,11.851,11.934
2021-01-12 03:30:00,7.735,11.862,11.742
2021-01-12 04:00:00,7.281,11.987,11.839
2021-01-12 04:30:00,7.519,11.918,11.952
2021-01-12 05:00:00,8.214,11.952,12.021
2021-01-12 05:30:00,7.423,12.206,12.463
2021-01-12 06:00:00,8.129,12.112,12.068
2021-01-12 06:30:00,7.146,12.284,12.437
2021-01-12 07:00:00,7.976,12.072,12.113
2021-01-12 07:30:00,8.432,12.206,12.247
2021-01-12 08:00:00,6.475,12.448,12.510
2021-01-12 08:30:00,7.313,11.957,12.047
2021-01-12 09:00:00,8.000,11.909,11.868
2021-01-12 09:30:00,7.610,12.106,12.121
2021-01-12 10:00:00,7.897,12.107,12.120
2021-01-12 10:30:00,7.409,12.204,12.036
2021-01-12 11:00:00,7.755,12.106,12.267
2021-01-12 11:30:00,7.633,12.155,12.188
2021-01-12 12:00:00,8.295,12.148,12.029
2021-01-12 12:30:00,7.838,12.364,12.413
2021-01-12 13:00:00,7.880,12.355,12.203
2021-01-12 13:30:00,7.505,12.364,12.288
