timestamp,year,month,day,week_bucket,season,period,value
2021-01-02T04:30,2021,1,2,1,winter,night,19.27654
2021-01-02T05:00,2021,1,2,1,winter,night,19.38379
2021-01-02T05:30,2021,1,2,1,winter,night,19.12010
2021-01-02T06:00,2021,1,2,1,winter,day,18.88833
2021-01-02T06:30,2021,1,2,1,winter,day,19.17234
2021-01-02T07:00,2021,1,2,1,winter,day,19.57095
2021-01-02T07:30,2021,1,2,1,winter,day,19.24246
2021-01-02T08:00,2021,1,2,1,winter,day,19.63514
2021-01-02T08:30,2021,1,2,1,winter,day,19.78156
2021-01-02T09:00,2021,1,2,1,winter,day,19.75892
2021-01-02T09:30,2021,1,2,1,winter,day,20.04843
2021-01-02T10:00,2021,1,2,1,winter,day,20.08387
2021-01-02T10:30,2021,1,2,1,winter,day,20.49742
2021-01-02T11:00,2021,1,2,1,winter,day,20.17254
2021-01-02T11:30,2021,1,2,1,winter,day,19.92607
2021-01-02T12:00,2021,1,2,1,winter,day,19.93247
2021-01-02T12:30,2021,1,2,1,winter,day,19.85465
2021-01-02T13:00,2021,1,2,1,winter,day,20.19459
2021-01-02T13:30,2021,1,2,1,winter,day,19.82074
2021-01-02T14:00,2021,1,2,1,winter,day,19.85579
2021-01-02T14:30,2021,1,2,1,winter,day,19.94046
2021-01-02T15:00,2021,1,2,1,winter,day,19.54521
2021-01-02T15:30,2021,1,2,1,winter,day,19.52580
2021-01-02T16:00,2021,1,2,1,winter,day,19.11081
2021-01-02T16:30,2021,1,2,1,winter,day,19.13902
2021-01-02T17:00,2021,1,2,1,winter,day,19.11042
2021-01-02T17:30,2021,1,2,1,winter,day,19.15844
2021-01-02T18:00,2021,1,2,1,winter,night,19.16021
2021-01-02T18:30,2021,1,2,1,winter,night,18.94891
2021-01-02T19:00,2021,1,2,1,winter,night,19.00026
2021-01-02T19:30,2021,1,2,1,winter,night,18.98782
2021-01-02T20:00,2021,1,2,1,winter,night,19.15364
2021-01-02T20:30,2021,1,2,1,winter,night,19.12691
2021-01-02T21:00,2021,1,2,1,winter,night,19.02649
2021-01-02T21:30,2021,1,2,1,winter,night,18.81082
2021-01-02T22:00,2021,1,2,1,winter,night,19.15594
2021-01-02T22:30,2021,1,2,1,winter,night,19.07544
2021-01-02T23:00,2021,1,2,1,winter,night,19.23500
2021-01-02T23:30,2021,1,2,1,winter,night,19.02698
2021-01-03T00:00,2021,1,3,1,winter,night,19.39123
2021-01-03T00:30,2021,1,3,1,winter,night,19.89214
2021-01-03T01:00,2021,1,3,1,winter,night,19.53535
2021-01-03T01:30,2021,1,3,1,winter,night,19.38977
2021-01-03T02:00,2021,1,3,1,winter,night,19.24834
2021-01-03T02:30,2021,1,3,1,winter,night,19.50346
2021-01-03T03:00,2021,1,3,1,winter,night,19.90678
2021-01-03T03:30,2021,1,3,1,winter,night,19.76359
2021-01-03T04:00,2021,1,3,1,winter,night,19.73891
2021-01-03T04:30,2021,1,3,1,winter,night,18.97845
2021-01-03T05:00,2021,1,3,1,winter,night,19.75432
2021-01-03T05:30,2021,1,3,1,winter,night,19.71807
2021-01-03T06:00,2021,1,3,1,winter,day,19.44247
2021-01-03T06:30,2021,1,3,1,winter,day,19.54308
2021-01-03T07:00,2021,1,3,1,winter,day,19.81154
2021-01-03T07:30,2021,1,3,1,winter,day,20.33537
2021-01-03T08:00,2021,1,3,1,winter,day,19.77110
2021-01-03T08:30,2021,1,3,1,winter,day,20.01302
2021-01-03T09:00,2021,1,3,1,winter,day,20.51079
2021-01-03T09:30,2021,1,3,1,winter,day,20.16048
2021-01-03T10:00,2021,1,3,1,winter,day,20.23536
2021-01-03T10:30,2021,1,3,1,winter,day,20.38175
2021-01-03T11:00,2021,1,3,1,winter,day,20.10522
2021-01-03T11:30,2021,1,3,1,winter,day,20.44562
2021-01-03T12:00,2021,1,3,1,winter,day,20.11879
2021-01-03T12:30,2021,1,3,1,winter,day,20.56960
2021-01-03T13:00,2021,1,3,1,winter,day,20.33504
2021-01-03T13:30,2021,1,3,1,winter,day,20.80191
2021-01-03T14:00,2021,1,3,1,winter,day,20.28366
2021-01-03T14:30,2021,1,3,1,winter,day,20.45697
2021-01-03T15:00,2021,1,3,1,winter,day,19.75164
2021-01-03T15:30,2021,1,3,1,winter,day,19.92770
2021-01-03T16:00,2021,1,3,1,winter,day,19.92696
2021-01-03T16:30,2021,1,3,1,winter,day,20.15746
2021-01-03T17:00,2021,1,3,1,winter,day,19.21150
2021-01-03T17:30,2021,1,3,1,winter,day,19.74600
2021-01-03T18:00,2021,1,3,1,winter,night,19.52979
2021-01-03T18:30,2021,1,3,1,winter,night,19.76618
2021-01-03T19:00,2021,1,3,1,winter,night,19.56342
2021-01-03T19:30,2021,1,3,1,winter,night,19.40250
2021-01-03T20:00,2021,1,3,1,winter,night,19.26480
2021-01-03T20:30,2021,1,3,1,winter,night,19.09036
2021-01-03T21:00,2021,1,3,1,winter,night,19.45980
2021-01-03T21:30,2021,1,3,1,winter,night,19.37276
2021-01-03T22:00,2021,1,3,1,winter,night,19.93652
2021-01-03T22:30,2021,1,3,1,winter,night,19.29031
2021-01-03T23:00,2021,1,3,1,winter,night,19.53542
2021-01-03T23:30,2021,1,3,1,winter,night,19.07578
2021-01-04T00:00,2021,1,4,1,winter,night,19.38803
2021-01-04T00:30,2021,1,4,1,winter,night,19.52719
2021-01-04T01:00,2021,1,4,1,winter,night,19.67994
2021-01-04T01:30,2021,1,4,1,winter,night,19.35607
2021-01-04T02:00,2021,1,4,1,winter,night,19.12589
2021-01-04T02:30,2021,1,4,1,winter,night,19.49073
2021-01-04T03:00,2021,1,4,1,winter,night,19.51347
2021-01-04T03:30,2021,1,4,1,winter,night,19.51605
2021-01-04T04:00,2021,1,4,1,winter,night,19.25484
2021-01-04T04:30,2021,1,4,1,winter,night,19.67297
2021-01-04T05:00,2021,1,4,1,winter,night,19.44177
2021-01-04T05:30,2021,1,4,1,winter,night,19.58191
2021-01-04T06:00,2021,1,4,1,winter,day,19.71194
2021-01-04T06:30,2021,1,4,1,winter,day,19.67706
2021-01-04T07:00,2021,1,4,1,winter,day,19.71450
2021-01-04T07:30,2021,1,4,1,winter,day,20.24844
2021-01-04T08:00,2021,1,4,1,winter,day,19.90751
2021-01-04T08:30,2021,1,4,1,winter,day,19.87077
2021-01-04T09:00,2021,1,4,1,winter,day,20.04382
2021-01-04T09:30,2021,1,4,1,winter,day,20.43220
2021-01-04T10:00,2021,1,4,1,winter,day,20.16520
2021-01-04T10:30,2021,1,4,1,winter,day,20.29957
2021-01-04T11:00,2021,1,4,1,winter,day,20.48519
2021-01-04T11:30,2021,1,4,1,winter,day,20.09004
2021-01-04T12:00,2021,1,4,1,winter,day,19.79671
2021-01-04T12:30,2021,1,4,1,winter,day,20.25781
2021-01-04T13:00,2021,1,4,1,winter,day,20.20649
2021-01-04T13:30,2021,1,4,1,winter,day,19.95941
2021-01-04T14:00,2021,1,4,1,winter,day,20.24663
2021-01-04T14:30,2021,1,4,1,winter,day,20.10972
2021-01-04T15:00,2021,1,4,1,winter,day,19.64920
2021-01-04T15:30,2021,1,4,1,winter,day,19.90784
2021-01-04T16:00,2021,1,4,1,winter,day,19.63953
2021-01-04T16:30,2021,1,4,1,winter,day,19.23561
2021-01-04T17:00,2021,1,4,1,winter,day,19.56703
2021-01-04T17:30,2021,1,4,1,winter,day,19.33838
2021-01-04T18:00,2021,1,4,1,winter,night,19.06558
2021-01-04T18:30,2021,1,4,1,winter,night,19.35175
2021-01-04T19:00,2021,1,4,1,winter,night,19.34636
2021-01-04T19:30,2021,1,4,1,winter,night,19.11063
2021-01-04T20:00,2021,1,4,1,winter,night,19.33621
2021-01-04T20:30,2021,1,4,1,winter,night,19.48150
2021-01-04T21:00,2021,1,4,1,winter,night,19.10104
2021-01-04T21:30,2021,1,4,1,winter,night,19.35653
2021-01-04T22:00,2021,1,4,1,winter,night,19.28189
2021-01-04T22:30,2021,1,4,1,winter,night,19.80238
2021-01-04T23:00,2021,1,4,1,winter,night,18.88540
2021-01-04T23:30,2021,1,4,1,winter,night,19.47318
2021-01-05T00:00,2021,1,5,1,winter,night,19.28424
2021-01-05T00:30,2021,1,5,1,winter,night,19.77298
2021-01-05T01:00,2021,1,5,1,winter,night,19.33240
2021-01-05T01:30,2021,1,5,1,winter,night,19.87929
2021-01-05T02:00,2021,1,5,1,winter,night,19.25402
2021-01-05T02:30,2021,1,5,1,winter,night,19.45338
2021-01-05T03:00,2021,1,5,1,winter,night,19.26358
2021-01-05T03:30,2021,1,5,1,winter,night,19.22492
2021-01-05T04:00,2021,1,5,1,winter,night,19.41121
2021-01-05T04:30,2021,1,5,1,winter,night,19.33516
2021-01-05T05:00,2021,1,5,1,winter,night,19.45465
2021-01-05T05:30,2021,1,5,1,winter,night,18.90922
2021-01-05T06:00,2021,1,5,1,winter,day,19.88562
2021-01-05T06:30,2021,1,5,1,winter,day,19.53739
2021-01-05T07:00,2021,1,5,1,winter,day,20.09780
2021-01-05T07:30,2021,1,5,1,winter,day,19.69149
2021-01-05T08:00,2021,1,5,1,winter,day,20.08314
2021-01-05T08:30,2021,1,5,1,winter,day,20.69548
2021-01-05T09:00,2021,1,5,1,winter,day,20.13904
2021-01-05T09:30,2021,1,5,1,winter,day,20.15403
2021-01-05T10:00,2021,1,5,1,winter,day,20.38017
2021-01-05T10:30,2021,1,5,1,winter,day,20.58119
2021-01-05T11:00,2021,1,5,1,winter,day,20.64807
2021-01-05T11:30,2021,1,5,1,winter,day,20.74054
2021-01-05T12:00,2021,1,5,1,winter,day,20.54341
2021-01-05T12:30,2021,1,5,1,winter,day,20.49658
2021-01-05T13:00,2021,1,5,1,winter,day,20.66573
2021-01-05T13:30,2021,1,5,1,winter,day,20.50221
2021-01-05T14:00,2021,1,5,1,winter,day,20.34981
2021-01-05T14:30,2021,1,5,1,winter,day,20.45879
2021-01-05T15:00,2021,1,5,1,winter,day,20.46806
2021-01-05T15:30,2021,1,5,1,winter,day,20.09365
2021-01-05T16:00,2021,1,5,1,winter,day,19.90951
2021-01-05T16:30,2021,1,5,1,winter,day,19.45769
2021-01-05T17:00,2021,1,5,1,winter,day,19.36185
2021-01-05T17:30,2021,1,5,1,winter,day,19.38280
2021-01-05T18:00,2021,1,5,1,winter,night,19.32554
2021-01-05T18:30,2021,1,5,1,winter,night,19.34470
2021-01-05T19:00,2021,1,5,1,winter,night,19.09594
2021-01-05T19:30,2021,1,5,1,winter,night,18.94021
2021-01-05T20:00,2021,1,5,1,winter,night,19.03498
2021-01-05T20:30,2021,1,5,1,winter,night,18.95233
2021-01-05T21:00,2021,1,5,1,winter,night,19.38872
2021-01-05T21:30,2021,1,5,1,winter,night,18.69677
2021-01-05T22:00,2021,1,5,1,winter,night,19.17788
2021-01-05T22:30,2021,1,5,1,winter,night,19.37585
2021-01-05T23:00,2021,1,5,1,winter,night,19.64311
2021-01-05T23:30,2021,1,5,1,winter,night,19.31166
2021-01-06T00:00,2021,1,6,1,winter,night,19.31193
2021-01-06T00:30,2021,1,6,1,winter,night,19.27226
2021-01-06T01:00,2021,1,6,1,winter,night,19.29469
2021-01-06T01:30,2021,1,6,1,winter,night,19.48048
2021-01-06T02:00,2021,1,6,1,winter,night,19.41343
2021-01-06T02:30,2021,1,6,1,winter,night,19.50000
2021-01-06T03:00,2021,1,6,1,winter,night,19.48368
2021-01-06T03:30,2021,1,6,1,winter,night,19.41228
2021-01-06T04:00,2021,1,6,1,winter,night,19.24240
2021-01-06T04:30,2021,1,6,1,winter,night,19.39773
2021-01-06T05:00,2021,1,6,1,winter,night,19.50000
2021-01-06T05:30,2021,1,6,1,winter,night,19.50000
2021-01-06T06:00,2021,1,6,1,winter,day,19.26252
2021-01-06T06:30,2021,1,6,1,winter,day,19.27101
2021-01-06T07:00,2021,1,6,1,winter,day,19.46614
2021-01-06T07:30,2021,1,6,1,winter,day,19.89410
2021-01-06T08:00,2021,1,6,1,winter,day,20.02055
2021-01-06T08:30,2021,1,6,1,winter,day,20.21485
2021-01-06T09:00,2021,1,6,1,winter,day,20.13580
2021-01-06T09:30,2021,1,6,1,winter,day,20.14870
2021-01-06T10:00,2021,1,6,1,winter,day,20.08428
2021-01-06T10:30,2021,1,6,1,winter,day,20.54529
2021-01-06T11:00,2021,1,6,1,winter,day,20.59043
2021-01-06T11:30,2021,1,6,1,winter,day,20.71747
2021-01-06T12:00,2021,1,6,1,winter,day,20.68017
2021-01-06T12:30,2021,1,6,1,winter,day,20.48630
2021-01-06T13:00,2021,1,6,1,winter,day,20.71282
2021-01-06T13:30,2021,1,6,1,winter,day,20.39353
2021-01-06T14:00,2021,1,6,1,winter,day,20.22510
2021-01-06T14:30,2021,1,6,1,winter,day,20.15498
2021-01-06T15:00,2021,1,6,1,winter,day,20.03528
2021-01-06T15:30,2021,1,6,1,winter,day,19.65243
2021-01-06T16:00,2021,1,6,1,winter,day,19.90165
2021-01-06T16:30,2021,1,6,1,winter,day,19.77347
2021-01-06T17:00,2021,1,6,1,winter,day,19.52809
2021-01-06T17:30,2021,1,6,1,winter,day,19.32289
2021-01-06T18:00,2021,1,6,1,winter,night,19.33455
2021-01-06T18:30,2021,1,6,1,winter,night,19.28532
2021-01-06T19:00,2021,1,6,1,winter,night,19.20581
2021-01-06T19:30,2021,1,6,1,winter,night,19.19714
2021-01-06T20:00,2021,1,6,1,winter,night,19.28078
2021-01-06T20:30,2021,1,6,1,winter,night,19.10829
2021-01-06T21:00,2021,1,6,1,winter,night,19.28723
2021-01-06T21:30,2021,1,6,1,winter,night,19.32434
2021-01-06T22:00,2021,1,6,1,winter,night,19.21834
2021-01-06T22:30,2021,1,6,1,winter,night,19.43668
2021-01-06T23:00,2021,1,6,1,winter,night,19.17680
2021-01-06T23:30,2021,1,6,1,winter,night,19.40644
2021-01-07T00:00,2021,1,7,1,winter,night,19.23262
2021-01-07T00:30,2021,1,7,1,winter,night,19.86706
2021-01-07T01:00,2021,1,7,1,winter,night,19.55679
2021-01-07T01:30,2021,1,7,1,winter,night,19.01254
2021-01-07T02:00,2021,1,7,1,winter,night,19.57595
2021-01-07T02:30,2021,1,7,1,winter,night,19.37001
2021-01-07T03:00,2021,1,7,1,winter,night,19.47113
2021-01-07T03:30,2021,1,7,1,winter,night,19.58364
2021-01-07T04:00,2021,1,7,1,winter,night,19.57347
2021-01-07T04:30,2021,1,7,1,winter,night,19.03217
2021-01-07T05:00,2021,1,7,1,winter,night,19.23427
2021-01-07T05:30,2021,1,7,1,winter,night,19.67110
2021-01-07T06:00,2021,1,7,1,winter,day,19.79083
2021-01-07T06:30,2021,1,7,1,winter,day,20.03577
2021-01-07T07:00,2021,1,7,1,winter,day,20.11931
2021-01-07T07:30,2021,1,7,1,winter,day,19.35185
2021-01-07T08:00,2021,1,7,1,winter,day,20.08123
2021-01-07T08:30,2021,1,7,1,winter,day,19.56208
2021-01-07T09:00,2021,1,7,1,winter,day,20.43139
2021-01-07T09:30,2021,1,7,1,winter,day,20.18906
2021-01-07T10:00,2021,1,7,1,winter,day,19.92659
2021-01-07T10:30,2021,1,7,1,winter,day,20.67356
2021-01-07T11:00,2021,1,7,1,winter,day,20.39023
2021-01-07T11:30,2021,1,7,1,winter,day,19.82946
2021-01-07T12:00,2021,1,7,1,winter,day,20.31609
2021-01-07T12:30,2021,1,7,1,winter,day,20.06619
2021-01-07T13:00,2021,1,7,1,winter,day,20.22224
2021-01-07T13:30,2021,1,7,1,winter,day,20.04548
2021-01-07T14:00,2021,1,7,1,winter,day,20.39939
2021-01-07T14:30,2021,1,7,1,winter,day,19.69859
2021-01-07T15:00,2021,1,7,1,winter,day,20.00822
2021-01-07T15:30,2021,1,7,1,winter,day,20.25387
2021-01-07T16:00,2021,1,7,1,winter,day,19.56095
2021-01-07T16:30,2021,1,7,1,winter,day,19.68990
2021-01-07T17:00,2021,1,7,1,winter,day,19.57938
2021-01-07T17:30,2021,1,7,1,winter,day,19.26797
2021-01-07T18:00,2021,1,7,1,winter,night,19.45784
2021-01-07T18:30,2021,1,7,1,winter,night,19.33469
2021-01-07T19:00,2021,1,7,1,winter,night,19.10288
2021-01-07T19:30,2021,1,7,1,winter,night,19.71559
2021-01-07T20:00,2021,1,7,1,winter,night,19.50263
2021-01-07T20:30,2021,1,7,1,winter,night,19.29368
2021-01-07T21:00,2021,1,7,1,winter,night,19.19605
2021-01-07T21:30,2021,1,7,1,winter,night,19.17196
2021-01-07T22:00,2021,1,7,1,winter,night,19.63552
2021-01-07T22:30,2021,1,7,1,winter,night,19.33651
2021-01-07T23:00,2021,1,7,1,winter,night,19.48436
2021-01-07T23:30,2021,1,7,1,winter,night,19.35142
2021-01-08T00:00,2021,1,8,1,winter,night,19.43999
2021-01-08T00:30,2021,1,8,1,winter,night,19.72746
2021-01-08T01:00,2021,1,8,1,winter,night,19.44382
2021-01-08T01:30,2021,1,8,1,winter,night,19.77221
2021-01-08T02:00,2021,1,8,1,winter,night,19.73435
2021-01-08T02:30,2021,1,8,1,winter,night,19.49823
2021-01-08T03:00,2021,1,8,1,winter,night,19.27543
2021-01-08T03:30,2021,1,8,1,winter,night,19.25860
2021-01-08T04:00,2021,1,8,1,winter,night,19.32789
2021-01-08T04:30,2021,1,8,1,winter,night,19.25727
2021-01-08T05:00,2021,1,8,1,winter,night,19.83952
2021-01-08T05:30,2021,1,8,1,winter,night,19.55685
2021-01-08T06:00,2021,1,8,1,winter,day,20.06289
2021-01-08T06:30,2021,1,8,1,winter,day,20.34727
2021-01-08T07:00,2021,1,8,1,winter,day,19.76096
2021-01-08T07:30,2021,1,8,1,winter,day,19.41403
2021-01-08T08:00,2021,1,8,1,winter,day,19.81674
2021-01-08T08:30,2021,1,8,1,winter,day,19.96870
2021-01-08T09:00,2021,1,8,1,winter,day,19.68980
2021-01-08T09:30,2021,1,8,1,winter,day,20.04351
2021-01-08T10:00,2021,1,8,1,winter,day,20.20826
2021-01-08T10:30,2021,1,8,1,winter,day,20.07242
2021-01-08T11:00,2021,1,8,1,winter,day,20.02580
2021-01-08T11:30,2021,1,8,1,winter,day,20.03576
2021-01-08T12:00,2021,1,8,1,winter,day,20.57090
2021-01-08T12:30,2021,1,8,1,winter,day,20.13852
2021-01-08T13:00,2021,1,8,1,winter,day,19.96283
2021-01-08T13:30,2021,1,8,1,winter,day,20.01799
2021-01-08T14:00,2021,1,8,1,winter,day,20.26302
2021-01-08T14:30,2021,1,8,1,winter,day,19.82539
2021-01-08T15:00,2021,1,8,1,winter,day,20.03043
2021-01-08T15:30,2021,1,8,1,winter,day,20.01849
2021-01-08T16:00,2021,1,8,1,winter,day,19.94723
2021-01-08T16:30,2021,1,8,1,winter,day,20.04500
2021-01-08T17:00,2021,1,8,1,winter,day,19.41078
2021-01-08T17:30,2021,1,8,1,winter,day,19.81357
2021-01-08T18:00,2021,1,8,1,winter,night,19.13246
2021-01-08T18:30,2021,1,8,1,winter,night,19.25713
2021-01-08T19:00,2021,1,8,1,winter,night,19.75728
2021-01-08T19:30,2021,1,8,1,winter,night,19.64453
2021-01-08T20:00,2021,1,8,1,winter,night,19.39375
2021-01-08T20:30,2021,1,8,1,winter,night,19.02775
2021-01-08T21:00,2021,1,8,1,winter,night,19.58387
2021-01-08T21:30,2021,1,8,1,winter,night,19.22080
2021-01-08T22:00,2021,1,8,1,winter,night,19.13952
2021-01-08T22:30,2021,1,8,1,winter,night,19.23695
2021-01-08T23:00,2021,1,8,1,winter,night,19.52841
2021-01-08T23:30,2021,1,8,1,winter,night,18.80088
2021-01-09T00:00,2021,1,9,2,winter,night,19.98629
2021-01-09T00:30,2021,1,9,2,winter,night,19.83687
2021-01-09T01:00,2021,1,9,2,winter,night,20.19297
2021-01-09T01:30,2021,1,9,2,winter,night,20.11371
2021-01-09T02:00,2021,1,9,2,winter,night,19.86550
2021-01-09T02:30,2021,1,9,2,winter,night,19.86174
2021-01-09T03:00,2021,1,9,2,winter,night,20.16069
2021-01-09T03:30,2021,1,9,2,winter,night,19.69857
2021-01-09T04:00,2021,1,9,2,winter,night,19.95659
2021-01-09T04:30,2021,1,9,2,winter,night,19.89839
2021-01-09T05:00,2021,1,9,2,winter,night,20.05112
2021-01-09T05:30,2021,1,9,2,winter,night,20.08343
2021-01-09T06:00,2021,1,9,2,winter,day,20.04715
2021-01-09T06:30,2021,1,9,2,winter,day,20.38762
2021-01-09T07:00,2021,1,9,2,winter,day,20.29576
2021-01-09T07:30,2021,1,9,2,winter,day,20.27497
2021-01-09T08:00,2021,1,9,2,winter,day,20.16865
2021-01-09T08:30,2021,1,9,2,winter,day,20.67424
2021-01-09T09:00,2021,1,9,2,winter,day,20.70440
2021-01-09T09:30,2021,1,9,2,winter,day,20.97141
2021-01-09T10:00,2021,1,9,2,winter,day,20.53105
2021-01-09T10:30,2021,1,9,2,winter,day,20.74035
2021-01-09T11:00,2021,1,9,2,winter,day,20.74426
2021-01-09T11:30,2021,1,9,2,winter,day,20.74693
2021-01-09T12:00,2021,1,9,2,winter,day,20.76417
2021-01-09T12:30,2021,1,9,2,winter,day,20.35755
2021-01-09T13:00,2021,1,9,2,winter,day,20.89612
2021-01-09T13:30,2021,1,9,2,winter,day,20.81189
2021-01-09T14:00,2021,1,9,2,winter,day,20.86044
2021-01-09T14:30,2021,1,9,2,winter,day,21.03949
2021-01-09T15:00,2021,1,9,2,winter,day,20.38962
2021-01-09T15:30,2021,1,9,2,winter,day,20.36459
2021-01-09T16:00,2021,1,9,2,winter,day,20.27978
2021-01-09T16:30,2021,1,9,2,winter,day,20.59912
2021-01-09T17:00,2021,1,9,2,winter,day,19.69921
2021-01-09T17:30,2021,1,9,2,winter,day,20.07017
2021-01-09T18:00,2021,1,9,2,winter,night,19.54678
2021-01-09T18:30,2021,1,9,2,winter,night,19.31152
2021-01-09T19:00,2021,1,9,2,winter,night,19.43297
2021-01-09T19:30,2021,1,9,2,winter,night,19.57256
2021-01-09T20:00,2021,1,9,2,winter,night,20.09856
2021-01-09T20:30,2021,1,9,2,winter,night,19.69340
2021-01-09T21:00,2021,1,9,2,winter,night,19.83736
2021-01-09T21:30,2021,1,9,2,winter,night,19.64730
2021-01-09T22:00,2021,1,9,2,winter,night,20.03416
2021-01-09T22:30,2021,1,9,2,winter,night,19.68072
2021-01-09T23:00,2021,1,9,2,winter,night,20.20604
2021-01-09T23:30,2021,1,9,2,winter,night,19.72655
2021-01-10T00:00,2021,1,10,2,winter,night,19.58645
2021-01-10T00:30,2021,1,10,2,winter,night,19.58551
2021-01-10T01:00,2021,1,10,2,winter,night,19.79032
2021-01-10T01:30,2021,1,10,2,winter,night,19.62287
2021-01-10T02:00,2021,1,10,2,winter,night,19.45150
2021-01-10T02:30,2021,1,10,2,winter,night,19.55097
2021-01-10T03:00,2021,1,10,2,winter,night,19.55870
2021-01-10T03:30,2021,1,10,2,winter,night,19.74543
2021-01-10T04:00,2021,1,10,2,winter,night,19.70549
2021-01-10T04:30,2021,1,10,2,winter,night,19.64185
2021-01-10T05:00,2021,1,10,2,winter,night,19.78188
2021-01-10T05:30,2021,1,10,2,winter,night,19.59209
2021-01-10T06:00,2021,1,10,2,winter,day,19.64684
2021-01-10T06:30,2021,1,10,2,winter,day,19.83620
2021-01-10T07:00,2021,1,10,2,winter,day,20.19798
2021-01-10T07:30,2021,1,10,2,winter,day,20.06382
2021-01-10T08:00,2021,1,10,2,winter,day,20.13944
2021-01-10T08:30,2021,1,10,2,winter,day,20.11095
2021-01-10T09:00,2021,1,10,2,winter,day,20.56166
2021-01-10T09:30,2021,1,10,2,winter,day,20.37725
2021-01-10T10:00,2021,1,10,2,winter,day,20.65156
2021-01-10T10:30,2021,1,10,2,winter,day,20.19004
2021-01-10T11:00,2021,1,10,2,winter,day,20.90597
2021-01-10T11:30,2021,1,10,2,winter,day,20.36246
2021-01-10T12:00,2021,1,10,2,winter,day,20.48996
2021-01-10T12:30,2021,1,10,2,winter,day,20.90310
2021-01-10T13:00,2021,1,10,2,winter,day,20.29969
2021-01-10T13:30,2021,1,10,2,winter,day,20.53546
2021-01-10T14:00,2021,1,10,2,winter,day,20.49518
2021-01-10T14:30,2021,1,10,2,winter,day,20.17127
2021-01-10T15:00,2021,1,10,2,winter,day,20.56266
2021-01-10T15:30,2021,1,10,2,winter,day,20.46342
2021-01-10T16:00,2021,1,10,2,winter,day,19.66926
