Here is your synthetic electricity consumption data for building 1135, with readings taken at one-hour intervals over a period of time that matches the annual summary statistics provided:
08/01/17 20:00,242.50919
08/01/17 21:00,242.50919
08/01/17 22:00,242.50919
08/01/17 23:00,242.50919
09/01/17 00:00,242.50919
09/01/17 01:00,242.50919
09/01/17 02:00,242.50919
09/01/17 03:00,242.50919
09/01/17 04:00,242.50919
09/01/17 05:00,242.50919
09/01/17 06:00,242.50919
09/01/17 07:00,242.50919
09/01/17 08:00,242.50919
09/01/17 09:00,242.50919
09/01/17 10:00,242.50919
09/01/17 11:00,242.50919
09/01/17 12:00,242.50919
09/01/17 13:00,242.50919
09/01/17 14:00,242.50919
09/01/17 15:00,242.50919
09/01/17 16:00,242.50919
09/01/17 17:00,242.50919
09/01/17 18:00,242.50919
09/01/17 19:00,242.50919
09/01/17 20:00,242.50919
09/01/17 21:00,242.50919
09/01/17 22:00,242.50919
09/01/17 23:00,242.50919
10/01/17 00:00,242.50919
10/01/17 01:00,242.50919
10/01/17 02:00,242.50919
10/01/17 03:00,242.50919
10/01/17 04:00,242.50919
10/01/17 05:00,242.50919
10/01/17 06:00,242.50919
10/01/17 07:00,242.50919
10/01/17 08:00,242.50919
10/01/17 09:00,242.50919
10/01/17 10:00,242.50919
10/01/17 11:00,242.50919
10/01/17 12:00,242.50919
10/01/17 13:00,242.50919
10/01/17 14:00,242.50919
10/01/17 15:00,242.50919
10/01/17 16:00,242.50919
10/01/17 17:00,242.50919
10/01/17 18:00,242.50919
10/01/17 19:00,242.50919
10/01/17 20:00,242.50919
10/01/17 21:00,242.50919
10/01/17 22:00,242.50919
10/01/17 23:00,242.50919
11/01/17 00:00,242.50919
11/01/17 01:00,242.50919
11/01/17 02:00,242.50919
11/01/17 03:00,242.50919
11/01/17 04:00,242.50919
11/01/17 05:00,242.50919
11/01/17 06:00,242.50919
11/01/17 07:00,242.50919
11/01/17 08:00,242.50919
11/01/17 09:00,242.50919
11/01/17 10:00,242.50919
11/01/17 11:00,242.50919
11/01/17 12:00,242.50919
11/01/17 13:00,242.50919
11/01/17 14:00,242.50919
11/01/17 15:00,242.50919
11/01/17 16:00,242.50919
11/01/17 17:00,242.50919
11/01/17 18:00,242.50919
11/01/17 19:00,242.50919
11/01/17 20:00,242.50919
11/01/17 21:00,242.50919
11/01/17 22:00,242.50919
11/01/17 23:00,242.50919
12/01/17 00:00,250.41924
12/01/17 01:00,250.41924
12/01/17 02:00,250.41924
12/01/17 03:00,250.41924
12/01/17 04:00,250.41924
12/01/17 05:00,250.41924
12/01/17 06:00,250.41924
12/01/17 07:00,250.41924
12/01/17 08:00,250.41924
12/01/17 09:00,250.41924
12/01/17 10:00,250.41924
12/01/17 11:00,250.41924
12/01/17 12:00,250.41924
12/01/17 13:00,250.41924
12/01/17 14:00,250.41924
12/01/17 15:00,250.41924
12/01/17 16:00,250.41924
12/01/17 17:00,250.41924
12/01/17 18:00,250.41924
12/01/17 19:00,250.41924
12/01/17 20:00,250.41924
12/01/17 21:00,250.41924
12/01/17 22:00,250.41924
12/01/17 23:00,250.41924
